EmpNumber,Age,Gender,EducationBackground,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,Sprint review,PerformanceRating
E100436,43,Male,Bachelors,Married,Sales,Account Manager,Travel_Frequently,18,5,3,92,3,4,4,1,Yes,12,4,25,3,4,25,12,4,12,No,0.62,3
E100576,41,Female,Bachelors,Single,Sales,Account Manager,Travel_Rarely,27,3,4,75,3,3,4,3,Yes,18,3,16,3,3,1,0,0,0,No,0.75,3
E100688,41,Male,Bachelors,Single,Sales,Account Manager,Travel_Rarely,5,1,4,88,3,4,2,1,No,19,2,22,2,3,22,10,0,4,No,0.73,3
E100836,40,Female,Bachelors,Married,Sales,Account Manager,Travel_Rarely,3,2,3,79,3,5,3,0,No,14,4,21,2,3,20,15,1,12,No,0.63,3
E1001560,51,Male,Bachelors,Divorced,Sales,Account Manager,Travel_Frequently,26,4,4,83,3,5,2,4,Yes,24,1,31,5,2,29,10,11,10,No,0.98,4
E1001316,52,Female,Bachelors,Married,Sales,Account Manager,Travel_Rarely,3,2,1,57,1,5,4,1,No,15,4,33,3,3,32,14,6,9,Yes,0.35,2
E1001555,45,Female,Bachelors,Single,Sales,Account Manager,Travel_Rarely,8,4,1,94,1,5,2,2,Yes,16,1,26,2,3,24,10,1,11,Yes,0.33,2
E1001558,46,Female,Bachelors,Married,Sales,Account Manager,Travel_Rarely,19,3,4,33,2,5,2,2,No,14,3,26,2,3,11,4,0,8,No,0.41,3
E100846,57,Male,Bachelors,Divorced,Sales,Account Manager,Travel_Rarely,4,3,1,56,2,4,4,3,No,12,3,32,3,2,1,0,0,0,No,0.54,3
E1001054,52,Male,Bachelors,Married,Sales,Account Manager,Travel_Rarely,2,2,3,31,2,4,1,1,No,11,1,34,3,4,34,6,1,16,No,0.97,4
E1001856,55,Male,Bachelors,Married,Sales,Account Manager,Travel_Rarely,10,3,3,60,2,5,4,1,No,21,3,36,3,3,36,6,2,13,No,0.81,4
E1001402,46,Male,Bachelors,Married,Sales,Account Manager,Travel_Rarely,16,3,1,52,3,4,3,3,No,12,4,23,3,3,12,9,4,9,No,0.25,2
E1001545,44,Male,Bachelors,Married,Sales,Account Manager,Travel_Rarely,1,5,2,88,3,5,2,7,No,11,3,26,5,3,22,9,3,10,No,0.34,2
E100316,46,Female,Bachelors,Single,Sales,Account Manager,Travel_Rarely,15,2,2,83,3,5,1,3,No,12,4,22,2,2,2,2,2,1,No,0.23,2
E1001129,51,Female,Bachelors,Married,Sales,Account Manager,Travel_Rarely,2,1,1,66,3,4,3,2,No,14,3,29,2,2,20,6,4,17,No,0.46,3
E1001869,50,Male,Bachelors,Married,Sales,Account Manager,Travel_Rarely,8,3,3,59,3,5,3,4,Yes,16,3,27,2,3,1,0,0,0,No,0.63,3
E1001307,42,Male,Bachelors,Married,Sales,Account Manager,Travel_Rarely,2,3,4,90,3,5,3,6,No,13,2,21,3,4,1,0,0,0,No,1,4
E1001482,46,Female,Bachelors,Married,Sales,Account Manager,Travel_Rarely,2,1,3,69,3,4,1,8,No,23,1,28,2,3,26,15,15,9,No,0.82,4
E100605,43,Female,Bachelors,Married,Sales,Account Manager,Travel_Rarely,12,3,4,80,3,4,4,5,Yes,22,3,22,3,3,17,13,1,9,No,1,4
E1002018,40,Male,Phd,Single,Sales,Account Manager,Travel_Rarely,22,4,2,88,3,5,2,1,No,14,2,21,3,2,21,8,12,8,No,0.28,2
E1002102,58,Male,Phd,Divorced,Sales,Account Manager,Non-Travel,17,5,2,52,3,4,2,4,No,22,4,37,0,2,16,9,14,14,No,0.2,2
E1001259,53,Male,Phd,Divorced,Sales,Account Manager,Travel_Rarely,2,3,3,45,3,4,3,6,No,13,3,22,3,4,17,13,15,2,No,0.6,3
E100601,50,Female,Phd,Divorced,Sales,Account Manager,Travel_Rarely,3,3,4,68,3,5,4,3,No,11,3,32,3,2,7,0,0,6,No,0.53,3
E100641,46,Female,Masters,Married,Sales,Account Manager,Travel_Rarely,7,3,3,75,1,4,2,3,Yes,12,2,28,2,2,7,7,7,7,No,0.44,3
E1001326,59,Male,Masters,Married,Sales,Account Manager,Travel_Rarely,6,1,2,66,3,3,4,3,Yes,14,3,14,1,1,6,4,0,4,No,0.68,3
E1001593,28,Female,Bachelors,Married,Research & Development,Administrative Manager,Non-Travel,1,4,3,55,1,2,4,0,No,11,1,10,6,3,9,8,7,5,No,0.63,3
E1001792,28,Male,Bachelors,Married,Research & Development,Administrative Manager,Travel_Rarely,3,2,3,96,1,2,2,1,No,14,2,8,2,2,8,6,1,7,No,0.52,3
E1001414,28,Male,Bachelors,Married,Research & Development,Administrative Manager,Travel_Rarely,22,5,1,67,2,1,2,0,No,17,1,6,2,1,5,3,0,4,No,0.73,3
E1001481,22,Male,Bachelors,Married,Research & Development,Administrative Manager,Travel_Frequently,15,2,3,48,2,1,4,0,Yes,11,2,1,5,3,0,0,0,0,Yes,0.59,3
E1001698,49,Male,Bachelors,Single,Research & Development,Administrative Manager,Travel_Frequently,12,4,1,97,2,2,1,3,No,20,1,20,2,3,4,3,1,3,Yes,0.67,3
E1001784,28,Male,Bachelors,Divorced,Research & Development,Administrative Manager,Travel_Rarely,5,3,1,72,2,1,3,1,No,14,4,1,2,1,1,0,0,0,No,0.65,3
E1001807,35,Female,Bachelors,Single,Research & Development,Administrative Manager,Travel_Rarely,2,4,4,91,2,3,2,1,No,19,4,11,3,1,11,8,3,3,No,0.78,3
E1002105,47,Female,Bachelors,Divorced,Research & Development,Administrative Manager,Travel_Rarely,2,3,3,92,2,3,2,8,Yes,12,3,28,4,3,22,11,14,10,No,0.71,3
E1002145,48,Male,Bachelors,Married,Research & Development,Administrative Manager,Travel_Rarely,5,4,4,91,2,5,2,4,No,12,4,29,3,3,22,10,12,9,No,0.55,3
E1001990,45,Male,Bachelors,Married,Research & Development,Administrative Manager,Non-Travel,16,3,3,74,2,3,3,3,No,23,4,25,3,2,23,15,14,4,No,0.87,4
E1002244,32,Male,Bachelors,Single,Research & Development,Administrative Manager,Travel_Rarely,9,1,4,56,2,2,4,8,No,24,2,8,1,3,1,0,0,0,No,0.86,4
E1001522,27,Male,Bachelors,Married,Research & Development,Administrative Manager,Travel_Rarely,16,3,1,42,3,1,1,1,Yes,14,4,9,3,2,9,7,6,8,No,0.27,2
E1001858,34,Male,Bachelors,Married,Research & Development,Administrative Manager,Travel_Rarely,26,4,2,45,3,2,4,9,No,17,2,9,3,2,2,2,2,1,No,0.2,2
E1002115,58,Male,Bachelors,Married,Research & Development,Administrative Manager,Travel_Frequently,1,3,1,87,3,4,3,2,Yes,14,2,23,3,3,2,2,2,2,No,0.18,2
E1002170,40,Male,Bachelors,Divorced,Research & Development,Administrative Manager,Travel_Rarely,8,1,1,98,3,4,1,2,No,11,1,22,3,3,19,7,11,16,No,0.12,2
E1002185,56,Male,Bachelors,Single,Research & Development,Administrative Manager,Travel_Rarely,4,2,1,97,3,1,4,1,No,16,4,5,3,3,4,2,1,0,Yes,0.37,2
E1002219,49,Male,Bachelors,Married,Research & Development,Administrative Manager,Travel_Frequently,24,4,2,42,3,5,4,3,No,15,4,28,3,3,5,4,4,3,No,0.2,2
E1001374,55,Male,Bachelors,Married,Research & Development,Administrative Manager,Travel_Frequently,7,2,4,65,3,3,2,3,No,18,2,23,4,3,3,2,1,2,No,0.73,3
E1001418,34,Male,Bachelors,Single,Research & Development,Administrative Manager,Travel_Frequently,2,4,4,95,3,2,3,2,No,11,4,5,3,2,3,2,0,2,No,0.76,3
E1001453,28,Female,Bachelors,Married,Research & Development,Administrative Manager,Travel_Rarely,7,3,3,79,3,1,4,1,Yes,11,4,1,4,2,1,1,0,0,Yes,0.62,3
E1001478,44,Male,Bachelors,Single,Research & Development,Administrative Manager,Travel_Rarely,22,3,3,96,3,1,3,1,Yes,11,3,6,4,3,6,4,0,2,Yes,0.69,3
E1001495,46,Male,Bachelors,Married,Research & Development,Administrative Manager,Travel_Rarely,5,2,4,52,3,5,2,5,No,11,1,25,2,3,4,2,0,3,No,0.63,3
E1001513,32,Female,Bachelors,Single,Research & Development,Administrative Manager,Travel_Frequently,1,4,4,38,3,2,3,4,Yes,14,4,10,2,3,8,7,0,7,No,0.7,3
E1001538,29,Male,Bachelors,Divorced,Research & Development,Administrative Manager,Travel_Rarely,1,4,3,82,3,2,4,1,Yes,11,2,6,2,3,6,0,1,0,No,0.49,3
E1001587,32,Male,Bachelors,Married,Research & Development,Administrative Manager,Travel_Rarely,19,3,4,79,3,2,3,1,No,18,1,10,3,3,10,4,1,1,Yes,0.51,3
E1001595,50,Female,Bachelors,Married,Research & Development,Administrative Manager,Travel_Rarely,2,3,4,43,3,4,1,4,Yes,11,2,25,2,3,3,2,1,2,No,0.45,3
E1001651,56,Male,Bachelors,Married,Research & Development,Administrative Manager,Travel_Rarely,2,3,4,68,3,4,2,4,Yes,12,1,33,0,3,19,16,15,9,No,0.7,3
E1001670,41,Female,Bachelors,Divorced,Research & Development,Administrative Manager,Travel_Frequently,9,4,4,75,3,2,4,3,Yes,14,1,12,4,2,6,2,3,3,No,0.73,3
E1001712,27,Male,Bachelors,Married,Research & Development,Administrative Manager,Travel_Rarely,2,4,2,91,3,1,1,0,No,14,2,6,3,4,5,0,1,4,No,0.55,3
E1001753,44,Male,Bachelors,Single,Research & Development,Administrative Manager,Travel_Rarely,1,1,4,49,3,1,2,1,No,13,3,6,3,2,5,2,1,3,No,0.44,3
E1001762,49,Male,Bachelors,Divorced,Research & Development,Administrative Manager,Travel_Rarely,17,4,3,35,3,3,2,3,No,14,2,29,3,3,8,7,0,7,No,0.8,3
E1001779,55,Male,Bachelors,Married,Research & Development,Administrative Manager,Travel_Rarely,28,2,4,30,3,2,3,0,Yes,16,2,4,2,3,3,2,1,2,No,0.76,3
E1001830,40,Male,Bachelors,Divorced,Research & Development,Administrative Manager,Non-Travel,2,4,4,72,3,2,4,3,Yes,18,3,8,2,3,2,2,2,2,No,0.72,3
E1002068,36,Male,Bachelors,Married,Research & Development,Administrative Manager,Travel_Rarely,4,3,4,90,3,3,1,7,Yes,13,4,15,1,3,12,8,5,7,No,0.77,3
E1002128,27,Female,Bachelors,Single,Research & Development,Administrative Manager,Travel_Frequently,8,2,4,53,3,1,4,0,Yes,14,3,6,3,2,5,4,0,2,No,0.7,3
E1002138,42,Male,Bachelors,Single,Research & Development,Administrative Manager,Travel_Rarely,29,1,4,81,3,1,3,4,No,13,4,8,3,3,0,0,0,0,No,0.56,3
E1001398,29,Female,Bachelors,Divorced,Research & Development,Administrative Manager,Travel_Rarely,13,4,3,93,3,1,4,4,No,22,1,11,1,3,7,5,1,7,No,0.85,4
E1001646,18,Female,Bachelors,Single,Research & Development,Administrative Manager,Non-Travel,16,1,4,97,3,1,4,1,No,15,3,0,5,4,0,0,0,0,No,0.85,4
E1001675,39,Male,Bachelors,Married,Research & Development,Administrative Manager,Non-Travel,2,4,3,71,3,3,3,3,No,21,2,13,2,3,6,4,0,5,No,0.82,4
E1001719,56,Female,Bachelors,Married,Research & Development,Administrative Manager,Travel_Rarely,2,3,1,90,3,1,1,2,No,22,4,5,3,4,3,2,1,0,No,0.94,4
E1002218,38,Male,Bachelors,Divorced,Research & Development,Administrative Manager,Travel_Rarely,13,5,2,71,3,1,4,2,No,19,4,10,0,4,5,2,0,3,No,0.81,4
E1002248,33,Male,Bachelors,Divorced,Research & Development,Administrative Manager,Travel_Frequently,1,2,4,36,3,2,3,1,No,20,3,9,2,3,9,7,2,8,No,0.99,4
E1001524,44,Female,Bachelors,Married,Research & Development,Administrative Manager,Travel_Rarely,24,1,1,72,4,1,4,1,No,13,4,10,5,3,10,5,7,7,No,0.32,2
E1001566,44,Male,Bachelors,Divorced,Research & Development,Administrative Manager,Travel_Rarely,1,3,3,92,4,5,1,1,No,14,4,26,4,2,25,9,14,13,No,0.5,3
E1001737,31,Female,Bachelors,Single,Research & Development,Administrative Manager,Travel_Frequently,19,3,3,100,4,3,2,1,No,11,1,10,2,3,10,8,4,7,Yes,0.64,3
E1002227,36,Male,Bachelors,Married,Research & Development,Administrative Manager,Non-Travel,7,4,1,66,4,1,2,1,No,22,2,5,3,3,5,4,0,2,No,0.49,3
E1001738,45,Male,Phd,Divorced,Research & Development,Administrative Manager,Travel_Rarely,4,3,2,95,1,3,1,2,Yes,18,2,24,2,3,7,7,0,7,No,0.46,3
E1002252,31,Female,Phd,Divorced,Research & Development,Administrative Manager,Travel_Rarely,2,4,4,59,1,1,4,1,Yes,11,3,1,4,3,1,0,0,0,No,0.72,3
E1001974,34,Male,Phd,Married,Research & Development,Administrative Manager,Travel_Rarely,10,3,2,57,2,2,4,1,No,14,3,15,3,4,15,10,4,13,No,0.18,2
E1001389,28,Male,Phd,Divorced,Research & Development,Administrative Manager,Travel_Frequently,8,3,1,45,2,1,2,1,No,15,1,1,2,3,1,0,0,0,Yes,0.66,3
E1001406,40,Male,Phd,Single,Research & Development,Administrative Manager,Travel_Rarely,5,3,3,44,2,5,3,1,No,14,1,21,2,4,20,7,4,9,No,0.71,3
E1001534,49,Male,Phd,Married,Research & Development,Administrative Manager,Travel_Rarely,8,3,1,85,2,5,3,2,No,13,3,23,2,4,1,0,0,0,No,0.48,3
E1001780,33,Female,Phd,Married,Research & Development,Administrative Manager,Travel_Rarely,9,3,1,82,2,1,2,8,No,11,4,8,5,3,5,4,0,2,No,0.57,3
E1001820,42,Male,Phd,Married,Research & Development,Administrative Manager,Travel_Rarely,1,3,3,68,2,1,2,4,No,14,2,4,3,3,1,0,0,0,No,0.65,3
E1002215,38,Female,Phd,Divorced,Research & Development,Administrative Manager,Travel_Frequently,15,2,4,58,2,2,2,1,Yes,16,3,20,3,3,20,11,0,7,No,0.79,3
E1001774,44,Male,Phd,Single,Research & Development,Administrative Manager,Travel_Frequently,2,4,2,86,3,3,3,5,Yes,18,2,16,2,2,2,2,2,2,No,0.39,2
E1001798,54,Female,Phd,Divorced,Research & Development,Administrative Manager,Travel_Frequently,2,3,2,87,3,4,4,3,No,20,1,26,2,3,14,9,1,12,No,0.33,2
E1001864,29,Male,Phd,Single,Research & Development,Administrative Manager,Travel_Rarely,11,4,2,87,3,1,1,1,Yes,18,4,10,3,3,10,9,1,5,No,0.16,2
E1002082,35,Male,Phd,Divorced,Research & Development,Administrative Manager,Non-Travel,16,3,2,90,3,2,4,2,No,14,3,15,6,3,7,7,1,7,No,0.25,2
E1002271,47,Male,Phd,Single,Research & Development,Administrative Manager,Travel_Rarely,2,2,1,84,3,3,3,2,No,23,2,25,3,3,17,14,12,11,No,0.24,2
E1001470,29,Female,Phd,Married,Research & Development,Administrative Manager,Travel_Rarely,5,4,2,54,3,1,4,1,No,13,1,10,5,3,10,8,0,8,No,0.56,3
E1001473,45,Female,Phd,Married,Research & Development,Administrative Manager,Travel_Rarely,18,3,1,83,3,1,3,4,Yes,19,3,7,2,2,3,2,0,2,No,0.63,3
E1001479,53,Female,Phd,Divorced,Research & Development,Administrative Manager,Travel_Rarely,17,3,4,50,3,5,3,3,No,18,2,26,6,3,7,7,4,7,No,0.43,3
E1001529,31,Male,Phd,Married,Research & Development,Administrative Manager,Travel_Rarely,2,3,3,80,3,2,1,1,Yes,12,4,6,2,2,6,5,0,1,No,0.79,3
E1001561,59,Male,Phd,Single,Research & Development,Administrative Manager,Travel_Rarely,4,3,4,67,3,3,4,6,No,12,4,25,6,2,9,7,5,4,No,0.66,3
E1001689,37,Female,Phd,Single,Research & Development,Administrative Manager,Travel_Rarely,9,4,1,94,3,1,3,4,No,18,1,8,6,3,3,2,0,2,No,0.57,3
E1001987,29,Female,Phd,Married,Research & Development,Administrative Manager,Travel_Rarely,10,3,4,43,3,1,3,9,No,17,3,9,2,3,5,3,1,2,No,0.52,3
E1002029,27,Female,Phd,Single,Research & Development,Administrative Manager,Travel_Rarely,1,4,3,67,3,1,4,1,No,11,3,6,5,2,6,2,1,4,No,0.73,3
E1002061,22,Female,Phd,Married,Research & Development,Administrative Manager,Travel_Rarely,2,3,3,79,3,1,1,1,Yes,17,3,1,6,3,1,0,0,0,Yes,0.42,3
E1002117,18,Female,Phd,Single,Research & Development,Administrative Manager,Non-Travel,3,2,2,33,3,1,3,1,No,16,3,0,4,1,0,0,0,0,No,0.57,3
E1002189,42,Male,Phd,Married,Research & Development,Administrative Manager,Travel_Rarely,7,1,3,83,3,3,1,9,No,13,2,18,3,4,13,7,5,7,No,0.66,3
E1002200,45,Male,Phd,Single,Research & Development,Administrative Manager,Travel_Frequently,6,2,2,44,3,2,3,4,No,12,3,12,3,3,4,2,0,3,No,0.79,3
E1002225,28,Male,Phd,Single,Research & Development,Administrative Manager,Non-Travel,8,1,3,49,3,1,3,1,No,14,3,5,3,2,5,3,1,4,No,0.77,3
E1002233,32,Female,Phd,Divorced,Research & Development,Administrative Manager,Non-Travel,29,4,3,34,3,2,4,5,No,18,2,9,6,3,5,1,1,2,No,0.61,3
E1001385,26,Male,Phd,Divorced,Research & Development,Administrative Manager,Travel_Rarely,2,4,1,37,3,1,3,1,No,20,3,1,0,2,1,1,0,0,Yes,0.91,4
E1001493,50,Female,Phd,Married,Research & Development,Administrative Manager,Travel_Frequently,10,3,4,30,3,4,1,2,No,22,3,32,3,3,2,2,2,2,No,0.94,4
E1001701,58,Female,Phd,Married,Research & Development,Administrative Manager,Travel_Rarely,1,2,4,76,3,5,1,3,Yes,21,3,32,3,3,9,8,1,5,No,0.81,4
E1001394,48,Male,Phd,Single,Research & Development,Administrative Manager,Non-Travel,8,2,1,35,4,4,4,2,No,22,3,27,3,2,5,4,2,1,No,0.18,2
E1001653,40,Female,Phd,Divorced,Research & Development,Administrative Manager,Travel_Rarely,8,4,2,89,4,2,3,5,No,20,2,15,0,3,12,11,11,8,No,0.12,2
E1001455,26,Male,Phd,Married,Research & Development,Administrative Manager,Travel_Rarely,26,2,1,82,4,1,4,1,No,22,2,8,2,3,8,7,0,7,No,0.76,3
E1001726,41,Male,Phd,Married,Research & Development,Administrative Manager,Travel_Rarely,2,2,2,90,4,1,3,2,Yes,12,1,7,5,2,4,2,0,3,No,0.79,3
E1002060,38,Female,Masters,Married,Research & Development,Administrative Manager,Travel_Rarely,2,2,4,40,2,1,3,1,No,11,2,5,3,3,5,4,0,4,No,0.64,3
E1001854,48,Female,Masters,Married,Research & Development,Administrative Manager,Travel_Rarely,2,3,3,65,3,1,1,8,No,12,4,10,3,2,8,2,7,6,No,0.43,3
E1002196,26,Male,Masters,Married,Research & Development,Administrative Manager,Travel_Frequently,9,4,3,61,4,1,4,0,No,18,1,8,3,3,7,7,7,7,No,0.56,3
E1001645,51,Female,Masters,Single,Research & Development,Administrative Manager,Travel_Rarely,20,3,4,82,2,4,2,3,No,16,2,29,1,2,5,2,0,3,No,0.44,3
E1001997,45,Female,Masters,Single,Research & Development,Administrative Manager,Travel_Rarely,9,3,4,48,2,4,2,1,No,11,3,21,2,3,21,6,8,6,No,0.6,3
E1002023,30,Female,Masters,Single,Research & Development,Administrative Manager,Travel_Frequently,5,3,4,78,2,1,1,0,No,16,4,10,2,3,9,7,0,7,No,0.69,3
E1002238,28,Male,Masters,Divorced,Research & Development,Administrative Manager,Travel_Rarely,4,1,3,32,2,1,4,5,No,12,1,6,2,2,4,1,0,3,Yes,0.8,3
E1001751,49,Male,Masters,Married,Research & Development,Administrative Manager,Travel_Rarely,8,2,1,96,3,2,3,2,No,14,2,20,0,2,3,2,1,2,No,0.26,2
E1002209,27,Male,Masters,Married,Research & Development,Administrative Manager,Travel_Rarely,2,3,2,41,3,1,2,1,No,11,3,6,3,2,5,3,1,2,No,0.24,2
E1001384,25,Male,Masters,Married,Research & Development,Administrative Manager,Travel_Rarely,23,4,4,32,3,1,4,1,Yes,15,2,7,3,4,7,7,5,6,Yes,0.77,3
E1001743,45,Male,Masters,Married,Research & Development,Administrative Manager,Travel_Rarely,4,3,2,55,3,3,4,4,Yes,18,4,10,4,4,3,1,1,2,No,0.78,3
E1002212,47,Male,Masters,Married,Research & Development,Administrative Manager,Non-Travel,12,3,3,64,3,2,2,8,No,18,3,16,4,4,8,7,1,7,No,0.78,3
E1001718,37,Male,Masters,Single,Research & Development,Administrative Manager,Non-Travel,7,4,3,84,4,1,3,0,No,14,1,7,2,1,6,5,1,3,No,0.72,3
E1001313,41,Female,Bachelors,Divorced,Research & Development,Administrative Manager,Non-Travel,7,4,2,55,1,5,3,1,No,22,2,21,3,3,21,16,5,10,No,0.34,2
E1001533,43,Male,Bachelors,Married,Research & Development,Administrative Manager,Travel_Rarely,2,4,3,96,1,5,4,3,No,14,2,25,2,3,8,7,0,7,No,0.73,3
E1001542,29,Female,Bachelors,Divorced,Research & Development,Administrative Manager,Travel_Rarely,10,3,4,87,2,4,4,3,No,14,2,9,2,2,7,7,1,7,No,0.55,3
E1001541,48,Male,Bachelors,Single,Research & Development,Administrative Manager,Travel_Rarely,15,4,4,76,2,5,4,6,No,12,3,25,3,4,1,0,0,0,No,0.88,4
E1001528,54,Male,Bachelors,Married,Research & Development,Administrative Manager,Travel_Rarely,14,3,4,85,3,4,4,3,No,14,1,36,2,3,10,9,0,9,No,0.46,3
E1001708,31,Female,Bachelors,Single,Research & Development,Administrative Manager,Travel_Rarely,18,5,1,93,3,4,2,3,No,11,3,9,3,4,3,2,1,0,No,0.54,3
E1001293,30,Female,Bachelors,Married,Research & Development,Administrative Manager,Travel_Rarely,2,4,2,73,4,3,1,0,Yes,12,3,9,4,2,8,7,1,7,No,0.13,2
E1002295,37,Female,Bachelors,Married,Research & Development,Administrative Manager,Travel_Rarely,2,4,3,42,4,3,4,1,Yes,25,1,16,2,3,16,11,6,8,No,0.93,4
E1002293,38,Female,Phd,Married,Research & Development,Administrative Manager,Travel_Rarely,2,4,2,99,1,3,3,3,No,12,1,20,3,3,18,16,1,11,No,0.38,2
E1001817,50,Male,Phd,Single,Research & Development,Administrative Manager,Travel_Frequently,5,2,3,88,1,4,4,1,Yes,13,4,32,2,3,32,6,13,9,No,0.74,3
E1001746,40,Male,Phd,Divorced,Research & Development,Administrative Manager,Non-Travel,20,1,4,55,2,3,2,2,No,11,3,16,5,3,9,8,4,8,No,0.45,3
E1002048,55,Male,Phd,Married,Research & Development,Administrative Manager,Travel_Rarely,10,4,3,60,2,5,1,8,No,12,2,34,2,3,1,0,0,0,No,0.69,3
E1001444,40,Female,Phd,Single,Research & Development,Administrative Manager,Travel_Frequently,10,4,2,88,3,3,3,9,No,17,3,20,3,2,18,7,2,13,No,0.14,2
E1001763,34,Male,Phd,Divorced,Research & Development,Administrative Manager,Travel_Frequently,9,4,2,71,3,4,1,7,No,14,4,16,3,2,14,8,6,9,No,0.33,2
E1001520,42,Female,Phd,Married,Research & Development,Administrative Manager,Travel_Frequently,2,2,1,60,3,3,1,3,Yes,17,3,20,6,3,1,0,0,0,No,0.48,3
E1001700,54,Female,Phd,Single,Research & Development,Administrative Manager,Travel_Rarely,1,2,4,54,3,4,4,6,No,19,4,29,3,2,20,7,12,7,No,0.54,3
E1002067,46,Male,Phd,Divorced,Research & Development,Administrative Manager,Travel_Rarely,29,1,3,46,3,5,4,7,Yes,17,3,24,3,3,2,1,2,2,No,0.44,3
E1002281,35,Male,Phd,Married,Research & Development,Administrative Manager,Travel_Rarely,8,3,4,43,3,1,3,7,Yes,11,3,5,3,3,2,2,2,2,No,0.65,3
E1002257,31,Female,Phd,Married,Research & Development,Administrative Manager,Non-Travel,2,4,3,40,3,3,3,4,No,20,3,13,2,4,11,7,4,8,No,0.99,4
E1001484,44,Male,Bachelors,Single,Research & Development,Administrative Manager,Non-Travel,3,3,4,74,1,1,3,2,No,13,4,6,3,3,0,0,0,0,No,0.79,3
E1002330,35,Female,Bachelors,Married,Research & Development,Administrative Manager,Travel_Rarely,23,1,3,62,1,1,4,1,No,12,4,4,5,3,4,3,1,1,No,0.53,3
E1001979,34,Female,Bachelors,Married,Research & Development,Administrative Manager,Travel_Rarely,6,1,2,35,2,1,4,1,No,12,2,10,3,3,10,9,8,7,No,0.23,2
E1001393,34,Male,Bachelors,Married,Research & Development,Administrative Manager,Non-Travel,10,3,3,40,2,1,4,3,No,17,4,6,2,3,0,0,0,0,No,0.67,3
E1001432,28,Male,Bachelors,Divorced,Research & Development,Administrative Manager,Travel_Frequently,24,2,3,39,2,1,3,1,Yes,14,4,3,2,3,3,1,0,2,No,0.76,3
E1001440,27,Male,Bachelors,Married,Research & Development,Administrative Manager,Travel_Rarely,2,4,4,55,2,1,3,1,No,13,3,4,0,3,4,2,2,2,No,0.53,3
E1001711,31,Female,Bachelors,Single,Research & Development,Administrative Manager,Travel_Rarely,3,3,1,34,2,1,2,1,No,12,3,1,3,4,1,0,0,0,Yes,0.64,3
E1002171,26,Female,Bachelors,Married,Research & Development,Administrative Manager,Travel_Rarely,9,3,2,90,2,1,3,1,Yes,13,3,1,3,2,1,0,1,0,No,0.73,3
E1002254,42,Male,Bachelors,Single,Research & Development,Administrative Manager,Non-Travel,7,1,4,37,2,2,3,1,No,12,4,20,2,3,20,9,3,7,No,0.48,3
E1002326,40,Male,Bachelors,Single,Research & Development,Administrative Manager,Travel_Rarely,10,4,3,52,2,1,3,2,No,14,4,8,2,3,2,2,2,2,No,0.62,3
E1002146,29,Male,Bachelors,Single,Research & Development,Administrative Manager,Travel_Frequently,4,3,4,73,2,1,4,1,Yes,24,2,1,3,2,1,0,1,0,Yes,0.94,4
E1001331,26,Male,Bachelors,Married,Research & Development,Administrative Manager,Travel_Frequently,7,3,1,57,3,1,1,6,Yes,14,2,6,2,3,3,2,1,2,Yes,0.33,2
E1001586,58,Male,Bachelors,Divorced,Research & Development,Administrative Manager,Travel_Rarely,7,4,1,88,3,1,3,1,No,12,4,2,3,3,2,2,2,2,No,0.15,2
E1002091,43,Male,Bachelors,Single,Research & Development,Administrative Manager,Non-Travel,16,2,1,52,3,1,3,4,No,13,3,7,2,2,3,2,1,2,No,0.37,2
E1002247,54,Female,Bachelors,Married,Research & Development,Administrative Manager,Travel_Rarely,25,2,1,67,3,2,3,3,No,11,3,9,6,2,4,3,2,3,No,0.14,2
E1002292,39,Male,Bachelors,Single,Research & Development,Administrative Manager,Travel_Rarely,2,1,1,52,3,2,4,7,No,13,1,18,2,3,7,7,1,7,No,0.14,2
E1001290,18,Male,Bachelors,Single,Research & Development,Administrative Manager,Non-Travel,1,4,2,73,3,1,4,1,No,15,4,0,2,3,0,0,0,0,No,0.73,3
E1001421,29,Female,Bachelors,Divorced,Research & Development,Administrative Manager,Travel_Frequently,1,2,4,61,3,1,2,0,No,14,4,8,2,2,7,5,1,1,No,0.55,3
E1001569,35,Male,Bachelors,Married,Research & Development,Administrative Manager,Travel_Rarely,2,2,3,66,3,1,3,0,Yes,14,4,4,3,3,3,2,2,2,No,0.76,3
E1001618,40,Male,Bachelors,Divorced,Research & Development,Administrative Manager,Non-Travel,22,3,3,74,3,1,3,9,No,16,2,6,0,3,4,2,0,0,No,0.56,3
E1001628,35,Male,Bachelors,Single,Research & Development,Administrative Manager,Travel_Frequently,1,4,3,87,3,2,3,1,Yes,11,2,9,3,3,9,6,1,1,No,0.77,3
E1001683,27,Female,Bachelors,Single,Research & Development,Administrative Manager,Travel_Rarely,16,4,4,51,3,1,3,1,Yes,13,4,8,2,3,8,2,7,7,Yes,0.77,3
